,RespMean_Mean_Frames,HR_Mean_Frames,AOPAMean_Mean_Frames,RR_Mean_Frames,RespMean_Mean_MaxCorr,HR_Mean_MaxCorr,AOPAMean_Mean_MaxCorr,RR_Mean_MaxCorr
n1001,,-332.0,230.0,-328.0,,2.8670418250675684,0.08907949725230865,2.3586605286431204
n1002,,-27.0,-53.0,-22.0,,6.067679143746562,1.294295440227588,4.12779402479889
n1003,,-16.0,257.0,-17.0,,28.993517778270537,3.6003114599829336,18.078976522003607
n1004,,-45.0,-374.0,-39.0,,12.229825558739511,7.671499847734601,7.75270320799567
n2001,,-0.0,165.0,191.0,,0.6263981344046395,0.8951686790640416,0.32533890613077077
n2002,,7.0,71.0,3.0,,0.6856022271474208,-0.2849902326303591,0.6436492590938597
n2003,,-0.0,-0.0,-0.0,,0.29738244593101654,0.22617910364717878,0.3235899480200925
